1. YEAR,2. TRIFD,3. FRS ID,4. FACILITY NAME,5. STREET ADDRESS,6. CITY,7. COUNTY,8. ST,9. ZIP,10. BIA,11. TRIBE,12. LATITUDE,13. LONGITUDE,14. HORIZONTAL DATUM,15. PARENT CO NAME,16. PARENT CO DB NUM,17. STANDARD PARENT CO NAME,18. FEDERAL FACILITY,19. INDUSTRY SECTOR CODE,20. INDUSTRY SECTOR,21. PRIMARY SIC,22. SIC 2,23. SIC 3,24. SIC 4,25. SIC 5,26. SIC 6,27. PRIMARY NAICS,28. NAICS 2,29. NAICS 3,30. NAICS 4,31. NAICS 5,32. NAICS 6,33. DOC_CTRL_NUM,34. CHEMICAL,35. ELEMENTAL METAL INCLUDED,36. CAS #/COMPOUND ID,37. SRS ID,38. CLEAN AIR ACT CHEMICAL,39. CLASSIFICATION,40. METAL,41. METAL CATEGORY,42. CARCINOGEN,43. FORM TYPE,44. UNIT OF MEASURE,45. 5.1 - FUGITIVE AIR,46. 5.2 - STACK AIR,47. 5.3 - WATER,48. 5.4 - UNDERGROUND,49. 5.4.1 - UNDERGROUND CL I,50. 5.4.2 - UNDERGROUND C II-V,51. 5.5.1 - LANDFILLS,52. 5.5.1A - RCRA C LANDFILL,53. 5.5.1B - OTHER LANDFILLS,54. 5.5.2 - LAND TREATMENT,55. 5.5.3 - SURFACE IMPNDMNT,56. 5.5.3A - RCRA SURFACE IM,57. 5.5.3B - OTHER SURFACE I,58. 5.5.4 - OTHER DISPOSAL,59. ON-SITE RELEASE TOTAL,60. 6.1 - POTW - TRNS RLSE,61. 6.1 - POTW - TRNS TRT,62. POTW - TOTAL TRANSFERS,63. 6.2 - M10,64. 6.2 - M41,65. 6.2 - M62,66. 6.2 - M40 METAL,67. 6.2 - M61 METAL,68. 6.2 - M71,69. 6.2 - M81,70. 6.2 - M82,71. 6.2 - M72,72. 6.2 - M63,73. 6.2 - M66,74. 6.2 - M67,75. 6.2 - M64,76. 6.2 - M65,77. 6.2 - M73,78. 6.2 - M79,79. 6.2 - M90,80. 6.2 - M94,81. 6.2 - M99,82. OFF-SITE RELEASE TOTAL,83. 6.2 - M20,84. 6.2 - M24,85. 6.2 - M26,86. 6.2 - M28,87 6.2 - M93,88. OFF-SITE RECYCLED TOTAL,89. 6.2 - M56,90. 6.2 - M92,91. OFF-SITE ENERGY RECOVERY T,92. 6.2 - M40 NON-METAL,93. 6.2 - M50,94. 6.2 - M54,95. 6.2 - M61 NON-METAL,96. 6.2 - M69,97. 6.2 - M95,98. OFF-SITE TREATED TOTAL,99. 6.2 - UNCLASSIFIED,100. 6.2 - TOTAL TRANSFER,101. TOTAL RELEASES,102. 8.1 - RELEASES,103. 8.1A - ON-SITE CONTAINED,104. 8.1B - ON-SITE OTHER ,105. 8.1C - OFF-SITE CONTAIN,106. 8.1D - OFF-SITE OTHER R,107. 8.2 - ENERGY RECOVER ON,108. 8.3 - ENERGY RECOVER OF,109. 8.4 - RECYCLING ON SITE,110. 8.5 - RECYCLING OFF SIT,111. 8.6 - TREATMENT ON SITE,112. 8.7 - TREATMENT OFF SITE,113. PRODUCTION WSTE (8.1-8.7),114. 8.8 - ONE-TIME RELEASE,115. PROD_RATIO_OR_ ACTIVITY,116. 8.9 - PRODUCTION RATIO
2019,14214WLLMS2978M,1.1E+11,MATERION ADVANCED MATERIALS TECHNOLOGIES & SERVICES INC,2978 MAIN ST,BUFFALO,ERIE,NY,14214,,,42.94672,-78.83087,NAD83,MATERION CORP,622913080,MATERION CORP,NO,331,Primary Metals,,,,,,,331492,,,,,,1.31922E+12,SILVER,NO,7440224,149849,NO,TRI,YES,1,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51702.2,0,0,0,51702.2,,PRODUCTION,1.03
2019,14214WLLMS2978M,1.1E+11,MATERION ADVANCED MATERIALS TECHNOLOGIES & SERVICES INC,2978 MAIN ST,BUFFALO,ERIE,NY,14214,,,42.94672,-78.83087,NAD83,MATERION CORP,622913080,MATERION CORP,NO,331,Primary Metals,,,,,,,331492,,,,,,1.31922E+12,NITRATE COMPOUNDS,NO,N511,649616,NO,TRI,NO,0,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196343,196343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196343,0,196343,0,0,0,0,0,0,0,0,0,0,0,196343,196343,,PRODUCTION,1.16
2019,10710LCTRN21GRA,1.10012E+11,ELECTRONIC DEVICES INC,21 GRAY OAKS AVE,YONKERS,WESTCHESTER,NY,10710,,,40.974657,-73.86794,NAD83,ELECTRONIC DEVICES INC,NA,ELECTRONIC DEVICES INC,NO,334,Computers and Electronic Products,,,,,,,334413,,,,,,1.31922E+12,HYDROGEN FLUORIDE,NO,7664393,152371,YES,TRI,NO,0,NO,R,Pounds,0,250,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,250,0,0,0,0,0,0,1205,0,1455,,PRODUCTION,0.95
2019,10710LCTRN21GRA,1.10012E+11,ELECTRONIC DEVICES INC,21 GRAY OAKS AVE,YONKERS,WESTCHESTER,NY,10710,,,40.974657,-73.86794,NAD83,ELECTRONIC DEVICES INC,NA,ELECTRONIC DEVICES INC,NO,334,Computers and Electronic Products,,,,,,,334413,,,,,,1.31922E+12,NITRATE COMPOUNDS,NO,N511,649616,NO,TRI,NO,0,NO,R,Pounds,5,5,0,0,0,0,0,0,0,0,0,0,0,0,10,6501,0,6501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6511,0,0,10,6501,0,0,0,0,0,0,0,6511,,PRODUCTION,0.75
2019,10710LCTRN21GRA,1.10012E+11,ELECTRONIC DEVICES INC,21 GRAY OAKS AVE,YONKERS,WESTCHESTER,NY,10710,,,40.974657,-73.86794,NAD83,ELECTRONIC DEVICES INC,NA,ELECTRONIC DEVICES INC,NO,334,Computers and Electronic Products,,,,,,,334413,,,,,,1.31922E+12,NITRIC ACID,NO,7697372,152686,NO,TRI,NO,0,NO,R,Pounds,0,250,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,250,0,0,0,0,0,0,5047,0,5297,,PRODUCTION,0.75
2019,1461WTRSNS1964L,1.10044E+11,SEMICONDUCTOR COMPONENTS INDUSTRIES LLC,1964 LAKE AVE,ROCHESTER,MONROE,NY,14615,,,43.20357,-77.62837,NAD83,ON SEMICONDUCTOR CORP,76216865,ON SEMICONDUCTOR CORP,NO,334,Computers and Electronic Products,,,,,,,334413,,,,,,1.31922E+12,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,7664939,152405,NO,TRI,NO,0,NO,R,Pounds,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,26897,0,26902,,PRODUCTION,0.8
2019,12920MCCDM23COL,1.1E+11,AGRI-MARK INC  MCCADAM PLANT,39 MCCADAM LN,CHATEAUGAY,FRANKLIN,NY,12920,,,44.923347,-74.078447,NAD83,AGRI-MARK INC,21719893,AGRI-MARK INC,NO,311,Food,,,,,,,311513,,,,,,1.31922E+12,NITRIC ACID,NO,7697372,152686,NO,TRI,NO,0,NO,R,Pounds,5,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,27097,0,27107,,PRODUCTION,1.04
2019,12920MCCDM23COL,1.1E+11,AGRI-MARK INC  MCCADAM PLANT,39 MCCADAM LN,CHATEAUGAY,FRANKLIN,NY,12920,,,44.923347,-74.078447,NAD83,AGRI-MARK INC,21719893,AGRI-MARK INC,NO,311,Food,,,,,,,311513,,,,,,1.31922E+12,NITRATE COMPOUNDS,NO,N511,649616,NO,TRI,NO,0,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28613.2,257518.8,286132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28613.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257518.8,0,257518.8,28613.2,0,0,0,0,28613.2,0,0,0,0,0,257518.8,286132,,PRODUCTION,1.04
2019,13460STDRD44SMA,1.10001E+11,STANDARD PRINTED CIRCUITS INC,44 S MAIN ST,SHERBURNE,CHENANGO,NY,13460,,,42.67207,-75.49619,NAD83,NA,,NA,NO,334,Computers and Electronic Products,,,,,,,334412,,,,,,1.31922E+12,LEAD COMPOUNDS,NO,N420,650002,YES,PBT,YES,1,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,0,262,0,0,262,,PRODUCTION,1.5
2019,14522GRFFT3849R,1.10008E+11,GRIFFITH ENERGY - PALMYRA,3849 RT 31,PALMYRA,WAYNE,NY,14522,,,43.06192,-77.196765,NAD83,SUPERIOR PLUS ENERGY SERVICES INC,NA,SUPERIOR PLUS ENERGY SERVICES INC,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,,,,,,1.31922E+12,"BENZO(G,H,I)PERYLENE",NO,191242,40576,YES,PBT,NO,0,NO,R,Pounds,0.000037,0.00742,0,0,0,0,0,0,0,0,0,0,0,0,0.007457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007457,0,0,0.007457,0,0,0,0,0,0,0,0,0.007457,,PRODUCTION,0.94
2019,14522GRFFT3849R,1.10008E+11,GRIFFITH ENERGY - PALMYRA,3849 RT 31,PALMYRA,WAYNE,NY,14522,,,43.06192,-77.196765,NAD83,SUPERIOR PLUS ENERGY SERVICES INC,NA,SUPERIOR PLUS ENERGY SERVICES INC,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,,,,,,1.31922E+12,CYCLOHEXANE,NO,110827,27003,NO,TRI,NO,0,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2019,14522GRFFT3849R,1.10008E+11,GRIFFITH ENERGY - PALMYRA,3849 RT 31,PALMYRA,WAYNE,NY,14522,,,43.06192,-77.196765,NAD83,SUPERIOR PLUS ENERGY SERVICES INC,NA,SUPERIOR PLUS ENERGY SERVICES INC,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,,,,,,1.31922E+12,N-HEXANE,NO,110543,26740,YES,TRI,NO,0,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2019,14522GRFFT3849R,1.10008E+11,GRIFFITH ENERGY - PALMYRA,3849 RT 31,PALMYRA,WAYNE,NY,14522,,,43.06192,-77.196765,NAD83,SUPERIOR PLUS ENERGY SERVICES INC,NA,SUPERIOR PLUS ENERGY SERVICES INC,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,,,,,,1.31922E+12,ETHYLBENZENE,NO,100414,19406,YES,TRI,NO,0,YES,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2019,14522GRFFT3849R,1.10008E+11,GRIFFITH ENERGY - PALMYRA,3849 RT 31,PALMYRA,WAYNE,NY,14522,,,43.06192,-77.196765,NAD83,SUPERIOR PLUS ENERGY SERVICES INC,NA,SUPERIOR PLUS ENERGY SERVICES INC,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,,,,,,1.31922E+12,NAPHTHALENE,NO,91203,13326,YES,TRI,NO,0,YES,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2019,14522GRFFT3849R,1.10008E+11,GRIFFITH ENERGY - PALMYRA,3849 RT 31,PALMYRA,WAYNE,NY,14522,,,43.06192,-77.196765,NAD83,SUPERIOR PLUS ENERGY SERVICES INC,NA,SUPERIOR PLUS ENERGY SERVICES INC,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,,,,,,1.31922E+12,BENZENE,NO,71432,4754,YES,TRI,NO,0,YES,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2019,14522GRFFT3849R,1.10008E+11,GRIFFITH ENERGY - PALMYRA,3849 RT 31,PALMYRA,WAYNE,NY,14522,,,43.06192,-77.196765,NAD83,SUPERIOR PLUS ENERGY SERVICES INC,NA,SUPERIOR PLUS ENERGY SERVICES INC,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,,,,,,1.31922E+12,TOLUENE,NO,108883,25452,YES,TRI,NO,0,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2019,14522GRFFT3849R,1.10008E+11,GRIFFITH ENERGY - PALMYRA,3849 RT 31,PALMYRA,WAYNE,NY,14522,,,43.06192,-77.196765,NAD83,SUPERIOR PLUS ENERGY SERVICES INC,NA,SUPERIOR PLUS ENERGY SERVICES INC,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,,,,,,1.31922E+12,CUMENE,NO,98828,18309,YES,TRI,NO,0,YES,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2019,14522GRFFT3849R,1.10008E+11,GRIFFITH ENERGY - PALMYRA,3849 RT 31,PALMYRA,WAYNE,NY,14522,,,43.06192,-77.196765,NAD83,SUPERIOR PLUS ENERGY SERVICES INC,NA,SUPERIOR PLUS ENERGY SERVICES INC,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,,,,,,1.31922E+12,"1,2,4-TRIMETHYLBENZENE",NO,95636,16261,NO,TRI,NO,0,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2019,14522GRFFT3849R,1.10008E+11,GRIFFITH ENERGY - PALMYRA,3849 RT 31,PALMYRA,WAYNE,NY,14522,,,43.06192,-77.196765,NAD83,SUPERIOR PLUS ENERGY SERVICES INC,NA,SUPERIOR PLUS ENERGY SERVICES INC,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,,,,,,1.31922E+12,METHYL TERT-BUTYL ETHER,NO,1634044,89870,YES,TRI,NO,0,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2019,13411GLDNR188BE,1.10007E+11,GOLDEN ARTIST COLORS INC,188 BELL RD,NEW BERLIN,CHENANGO,NY,13411,,,42.66427,-75.34525,NAD83,NA,,NA,NO,339,Miscellaneous Manufacturing,,,,,,,339940,,,,,,1.31922E+12,LEAD COMPOUNDS,NO,N420,650002,YES,PBT,YES,1,NO,R,Pounds,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,24.83,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25.006,0,0,0.006,0.17,24.83,0,0,0,0,0,0,25.006,,ACTIVITY,1.16
2019,14522GRFFT3849R,1.10008E+11,GRIFFITH ENERGY - PALMYRA,3849 RT 31,PALMYRA,WAYNE,NY,14522,,,43.06192,-77.196765,NAD83,SUPERIOR PLUS ENERGY SERVICES INC,NA,SUPERIOR PLUS ENERGY SERVICES INC,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,,,,,,1.31922E+12,POLYCYCLIC AROMATIC COMPOUNDS,NO,N590,649749,YES,PBT,NO,0,YES,R,Pounds,0.0044,0.04949,0,0,0,0,0,0,0,0,0,0,0,0,0.05389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05389,0,0,0.05389,0,0,0,0,0,0,0,0,0.05389,,PRODUCTION,0.94
2019,14522GRFFT3849R,1.10008E+11,GRIFFITH ENERGY - PALMYRA,3849 RT 31,PALMYRA,WAYNE,NY,14522,,,43.06192,-77.196765,NAD83,SUPERIOR PLUS ENERGY SERVICES INC,NA,SUPERIOR PLUS ENERGY SERVICES INC,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,,,,,,1.31922E+12,XYLENE (MIXED ISOMERS),NO,1330207,84970,YES,TRI,NO,0,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2019,1430WLLDWS56NIA,1.1001E+11,ALLIED WASTE NIAGARA FALLS LANDFILL,5600 NIAGARA FALLS BLVD,NIAGARA FALLS,NIAGARA,NY,14304,,,43.09046,-78.99816,NAD83,REPUBLIC SERVICES INC,26363899,REPUBLIC SERVICES INC,NO,562,Hazardous Waste,,,,,,,562212,,,,,,1.31922E+12,MERCURY,NO,7439976,149633,YES,PBT,YES,1,NO,R,Pounds,0,0.3,0,0,0,0,0,0,1300,0,0,0,0,0,1300.3,0.12,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300.42,0,1300,0.3,0.0828,0.0372,0,0,0,0,0,0,1300.42,,PRODUCTION,10.9
2019,1430WLLDWS56NIA,1.1001E+11,ALLIED WASTE NIAGARA FALLS LANDFILL,5600 NIAGARA FALLS BLVD,NIAGARA FALLS,NIAGARA,NY,14304,,,43.09046,-78.99816,NAD83,REPUBLIC SERVICES INC,26363899,REPUBLIC SERVICES INC,NO,562,Hazardous Waste,,,,,,,562212,,,,,,1.31922E+12,ASBESTOS (FRIABLE),NO,1332214,85282,YES,TRI,NO,2,YES,R,Pounds,0,0,0,0,0,0,0,0,712640,0,0,0,0,0,712640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712640,0,712640,0,0,0,0,0,0,0,0,0,712640,,PRODUCTION,0.2
2019,1430WLLDWS56NIA,1.1001E+11,ALLIED WASTE NIAGARA FALLS LANDFILL,5600 NIAGARA FALLS BLVD,NIAGARA FALLS,NIAGARA,NY,14304,,,43.09046,-78.99816,NAD83,REPUBLIC SERVICES INC,26363899,REPUBLIC SERVICES INC,NO,562,Hazardous Waste,,,,,,,562212,,,,,,1.31922E+12,POLYCYCLIC AROMATIC COMPOUNDS,NO,N590,649749,YES,PBT,NO,0,YES,R,Pounds,0,0,0,0,0,0,0,0,59000,0,0,0,0,0,59000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59000,0,59000,0,0,0,0,0,0,0,0,0,59000,,,
2019,1430WLLDWS56NIA,1.1001E+11,ALLIED WASTE NIAGARA FALLS LANDFILL,5600 NIAGARA FALLS BLVD,NIAGARA FALLS,NIAGARA,NY,14304,,,43.09046,-78.99816,NAD83,REPUBLIC SERVICES INC,26363899,REPUBLIC SERVICES INC,NO,562,Hazardous Waste,,,,,,,562212,,,,,,1.31922E+12,LEAD,NO,7439921,149583,YES,PBT,YES,1,YES,R,Pounds,0,0,0,0,0,0,0,0,3400,0,0,0,0,0,3400,0.58,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3400.58,0,3400,0,0.3654,0.2146,0,0,0,0,0,0,3400.58,,PRODUCTION,2.7
2019,1430WLLDWS56NIA,1.1001E+11,ALLIED WASTE NIAGARA FALLS LANDFILL,5600 NIAGARA FALLS BLVD,NIAGARA FALLS,NIAGARA,NY,14304,,,43.09046,-78.99816,NAD83,REPUBLIC SERVICES INC,26363899,REPUBLIC SERVICES INC,NO,562,Hazardous Waste,,,,,,,562212,,,,,,1.31922E+12,POLYCHLORINATED BIPHENYLS,NO,1336363,85878,YES,PBT,NO,0,YES,R,Pounds,0,0,0,0,0,0,0,0,150,0,0,0,0,0,150,0.01054,0.00646,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00646,0,0.00646,150.01054,0,150,0,0.01037,0.00017,0,0,0,0,0,0.00646,150.017,,PRODUCTION,0.35
2019,1430WLLDWS56NIA,1.1001E+11,ALLIED WASTE NIAGARA FALLS LANDFILL,5600 NIAGARA FALLS BLVD,NIAGARA FALLS,NIAGARA,NY,14304,,,43.09046,-78.99816,NAD83,REPUBLIC SERVICES INC,26363899,REPUBLIC SERVICES INC,NO,562,Hazardous Waste,,,,,,,562212,,,,,,1.31922E+12,"BENZO(G,H,I)PERYLENE",NO,191242,40576,YES,PBT,NO,0,NO,R,Pounds,0,0,0,0,0,0,0,0,4600,0,0,0,0,0,4600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4600,0,4600,0,0,0,0,0,0,0,0,0,4600,,,
2019,13440RMSTR530HE,1.1E+11,WORTHINGTON STEEL ROME LLC,530 HENRY ST,ROME,ONEIDA,NY,13440,,,43.212,-75.47,NAD83,WORTHINGTON INDUSTRIES INC,4312401,WORTHINGTON INDUSTRIES INC,NO,331,Primary Metals,,,,,,,331221,,,,,,1.31922E+12,NICKEL,NO,7440020,149674,YES,TRI,YES,1,YES,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2019,14120BFFLP874OL,1.1E+11,BUFFALO PUMPS DIV OF AIR & LIQUID SYSTEMS CORP,874 OLIVER ST,NORTH TONAWANDA,NIAGARA,NY,14120,,,43.04585,-78.88376,NAD83,AMPCO-PITTSBURGH CORP,4327876,AMPCO-PITTSBURGH CORP,NO,333,Machinery,,,,,,,333914,,,,,,1.31922E+12,COPPER,NO,7440508,150086,NO,TRI,YES,1,NO,R,Pounds,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12,0,0,1.12,0,0,0,0,0,0,0,0,1.12,,ACTIVITY,1
2019,13021BRNSTQUARR,1.1E+11,NUCOR STEEL AUBURN INC,25 QUARRY RD,AUBURN,CAYUGA,NY,13021,,,42.95071,-76.57087,NAD83,NUCOR CORP,3446796,NUCOR CORP,NO,331,Primary Metals,,,,,,,331110,,,,,,1.31922E+12,MERCURY  and MERCURY COMPOUNDS,YES,N458,650028,YES,PBT,YES,1,NO,R,Pounds,0.01,63.91,0,0,0,0,0,0,0,0,0,0,0,0,63.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0.9,0,37.3,0,0,0,37.3,0,0,0,0,0,0,0,0,0,0,0,38.2,64.82,0,0,63.92,0.9,0,0,0,0,37.3,0,0,102.12,,PRODUCTION,0.94
2019,14603GNRLM1000L,1.1E+11,GM COMPONENTS HOLDINGS LLC,1000 LEXINGTON AVE,ROCHESTER,MONROE,NY,14606,,,43.17923,-77.65488,NAD83,GENERAL MOTORS LLC,831247536,GENERAL MOTORS LLC,NO,336,Transportation Equipment,,,,,,,336310,,,,,,1.31922E+12,COPPER,NO,7440508,150086,NO,TRI,YES,1,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,1.1,0,4300,0,0,0,4300,0,0,0,0,0,0,0,0,0,0,0,4301.1,1.1,0,0,0,0,1.1,0,0,0,4300,0,0,4301.1,,ACTIVITY,0.83
2019,14304PRCSP2124L,1.1E+11,PRECIOUS PLATE INC,2124 LIBERTY DR,NIAGARA FALLS,NIAGARA,NY,14304,,,43.0753,-78.9366,NAD83,PRECIOUS PLATE INC,99333858,PRECIOUS PLATE INC,NO,332,Fabricated Metals,,,,,,,332813,,,,,,1.31922E+12,NICKEL  and NICKEL COMPOUNDS,YES,N495,650036,YES,TRI,YES,1,YES,R,Pounds,5,5,0,0,0,0,0,0,0,0,0,0,0,0,10,55,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,4799.9,0,0,0,4799.9,0,0,0,0,0,0,0,0,0,0,0,4799.9,65,0,0,10,20.9,34.1,0,0,0,4799.9,0,0,4864.9,,PRODUCTION,0.89
