1. YEAR,2. TRIFD,3. FRS ID,4. FACILITY NAME,5. STREET ADDRESS,6. CITY,7. COUNTY,8. ST,9. ZIP,10. BIA,11. TRIBE,12. LATITUDE,13. LONGITUDE,14. HORIZONTAL DATUM,15. PARENT CO NAME,16. PARENT CO DB NUM,17. STANDARD PARENT CO NAME,18. FEDERAL FACILITY,19. INDUSTRY SECTOR CODE,20. INDUSTRY SECTOR,21. PRIMARY SIC,22. SIC 2,23. SIC 3,24. SIC 4,25. SIC 5,26. SIC 6,27. PRIMARY NAICS,28. NAICS 2,29. NAICS 3,30. NAICS 4,31. NAICS 5,32. NAICS 6,33. DOC_CTRL_NUM,34. CHEMICAL,35. ELEMENTAL METAL INCLUDED,36. CAS #/COMPOUND ID,37. SRS ID,38. CLEAN AIR ACT CHEMICAL,39. CLASSIFICATION,40. METAL,41. METAL CATEGORY,42. CARCINOGEN,43. FORM TYPE,44. UNIT OF MEASURE,45. 5.1 - FUGITIVE AIR,46. 5.2 - STACK AIR,47. 5.3 - WATER,48. 5.4 - UNDERGROUND,49. 5.4.1 - UNDERGROUND CL I,50. 5.4.2 - UNDERGROUND C II-V,51. 5.5.1 - LANDFILLS,52. 5.5.1A - RCRA C LANDFILL,53. 5.5.1B - OTHER LANDFILLS,54. 5.5.2 - LAND TREATMENT,55. 5.5.3 - SURFACE IMPNDMNT,56. 5.5.3A - RCRA SURFACE IM,57. 5.5.3B - OTHER SURFACE I,58. 5.5.4 - OTHER DISPOSAL,59. ON-SITE RELEASE TOTAL,60. 6.1 - POTW - TRNS RLSE,61. 6.1 - POTW - TRNS TRT,62. POTW - TOTAL TRANSFERS,63. 6.2 - M10,64. 6.2 - M41,65. 6.2 - M62,66. 6.2 - M40 METAL,67. 6.2 - M61 METAL,68. 6.2 - M71,69. 6.2 - M81,70. 6.2 - M82,71. 6.2 - M72,72. 6.2 - M63,73. 6.2 - M66,74. 6.2 - M67,75. 6.2 - M64,76. 6.2 - M65,77. 6.2 - M73,78. 6.2 - M79,79. 6.2 - M90,80. 6.2 - M94,81. 6.2 - M99,82. OFF-SITE RELEASE TOTAL,83. 6.2 - M20,84. 6.2 - M24,85. 6.2 - M26,86. 6.2 - M28,87 6.2 - M93,88. OFF-SITE RECYCLED TOTAL,89. 6.2 - M56,90. 6.2 - M92,91. OFF-SITE ENERGY RECOVERY T,92. 6.2 - M40 NON-METAL,93. 6.2 - M50,94. 6.2 - M54,95. 6.2 - M61 NON-METAL,96. 6.2 - M69,97. 6.2 - M95,98. OFF-SITE TREATED TOTAL,99. 6.2 - UNCLASSIFIED,100. 6.2 - TOTAL TRANSFER,101. TOTAL RELEASES,102. 8.1 - RELEASES,103. 8.1A - ON-SITE CONTAINED,104. 8.1B - ON-SITE OTHER ,105. 8.1C - OFF-SITE CONTAIN,106. 8.1D - OFF-SITE OTHER R,107. 8.2 - ENERGY RECOVER ON,108. 8.3 - ENERGY RECOVER OF,109. 8.4 - RECYCLING ON SITE,110. 8.5 - RECYCLING OFF SIT,111. 8.6 - TREATMENT ON SITE,112. 8.7 - TREATMENT OFF SITE,113. PRODUCTION WSTE (8.1-8.7),114. 8.8 - ONE-TIME RELEASE,115. PROD_RATIO_OR_ ACTIVITY,116. 8.9 - PRODUCTION RATIO
2019,14048DNKRK1ICEC,1.1E+11,FIELDBROOK FOODS CORP,ONE ICE CREAM DR,DUNKIRK,CHAUTAUQUA,NY,14048,,,42.474444,-79.321944,NAD83,NA,,NA,NO,311,Food,,,,,,,311520,,,,,,1.31922E+12,PERACETIC ACID,NO,79210,7682,NO,TRI,NO,0,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11611,11611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11611,0,11611,0,0,0,0,0,0,0,0,0,0,0,11611,11611,,PRODUCTION,0.94
2019,11371GDNVTLAGUA,1.10024E+11,ALLIED AVIATION SERVICE CO OF NEW YORK INC,LAGUARDIA AIRPORT BUILDING 42,FLUSHING,QUEENS,NY,11371,,,40.77463,-73.8742,NAD83,ALLIED AVIATION HOLDING CO,600801539,ALLIED AVIATION HOLDING CO,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,,,,,,1.31922E+12,XYLENE (MIXED ISOMERS),NO,1330207,84970,YES,TRI,NO,0,NO,R,Pounds,4.34,696.59,0,0,0,0,0,0,0,0,0,0,0,0,700.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0.29,0,0,0,0,0,3.08,0,0,0,3.08,0,3.37,700.93,0,0,700.93,0,0,0,0,0,0.29,0,3.08,704.3,,PRODUCTION,1.08
2019,11371GDNVTLAGUA,1.10024E+11,ALLIED AVIATION SERVICE CO OF NEW YORK INC,LAGUARDIA AIRPORT BUILDING 42,FLUSHING,QUEENS,NY,11371,,,40.77463,-73.8742,NAD83,ALLIED AVIATION HOLDING CO,600801539,ALLIED AVIATION HOLDING CO,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,,,,,,1.31922E+12,TOLUENE,NO,108883,25452,YES,TRI,NO,0,NO,R,Pounds,0,1522.25,0,0,0,0,0,0,0,0,0,0,0,0,1522.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1522.25,0,0,1522.25,0,0,0,0,0,0,0,0,1522.25,,PRODUCTION,1.26
2019,11371GDNVTLAGUA,1.10024E+11,ALLIED AVIATION SERVICE CO OF NEW YORK INC,LAGUARDIA AIRPORT BUILDING 42,FLUSHING,QUEENS,NY,11371,,,40.77463,-73.8742,NAD83,ALLIED AVIATION HOLDING CO,600801539,ALLIED AVIATION HOLDING CO,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,,,,,,1.31922E+12,BENZENE,NO,71432,4754,YES,TRI,NO,0,YES,R,Pounds,3,55.37,0,0,0,0,0,0,0,0,0,0,0,0,58.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0,0,0,0,0,0.55,0,0,0,0.55,0,0.6,58.37,0,0,58.37,0,0,0,0,0,0.05,0,0.55,58.97,,PRODUCTION,1.05
2019,11371GDNVTLAGUA,1.10024E+11,ALLIED AVIATION SERVICE CO OF NEW YORK INC,LAGUARDIA AIRPORT BUILDING 42,FLUSHING,QUEENS,NY,11371,,,40.77463,-73.8742,NAD83,ALLIED AVIATION HOLDING CO,600801539,ALLIED AVIATION HOLDING CO,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,,,,,,1.31922E+12,"1,2,4-TRIMETHYLBENZENE",NO,95636,16261,NO,TRI,NO,0,NO,R,Pounds,0,138,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,138,0,0,0,0,0,0,0,0,138,,PRODUCTION,1.26
2019,11371GDNVTLAGUA,1.10024E+11,ALLIED AVIATION SERVICE CO OF NEW YORK INC,LAGUARDIA AIRPORT BUILDING 42,FLUSHING,QUEENS,NY,11371,,,40.77463,-73.8742,NAD83,ALLIED AVIATION HOLDING CO,600801539,ALLIED AVIATION HOLDING CO,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,,,,,,1.31922E+12,NAPHTHALENE,NO,91203,13326,YES,TRI,NO,0,YES,R,Pounds,58.66,153.69,0,0,0,0,0,0,0,0,0,0,0,0,212.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.38,4.38,0,0,0,0,0,46.25,0,0,0,46.25,0,50.63,212.35,0,0,212.35,0,0,0,0,0,4.38,0,46.25,262.98,,PRODUCTION,1.02
2019,11371GDNVTLAGUA,1.10024E+11,ALLIED AVIATION SERVICE CO OF NEW YORK INC,LAGUARDIA AIRPORT BUILDING 42,FLUSHING,QUEENS,NY,11371,,,40.77463,-73.8742,NAD83,ALLIED AVIATION HOLDING CO,600801539,ALLIED AVIATION HOLDING CO,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,,,,,,1.31922E+12,ETHYLBENZENE,NO,100414,19406,YES,TRI,NO,0,YES,R,Pounds,0,82.41,0,0,0,0,0,0,0,0,0,0,0,0,82.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.41,0,0,82.41,0,0,0,0,0,0,0,0,82.41,,PRODUCTION,1.26
2019,14103WSTRN4141B,1.10033E+11,WESTERN NEW YORK ENERGY LLC,4141 BATES RD,MEDINA,ORLEANS,NY,14103,,,43.21022,-78.37004,NAD83,NA,,NA,NO,325,Chemicals,,,,,,,325193,,,,,,1.31922E+12,BENZENE,NO,71432,4754,YES,TRI,NO,0,YES,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2019,14611RCHST2CAIR,1.1E+11,ROCHESTER OVERNIGHT PLATING LLC,2 CAIRN ST,ROCHESTER,MONROE,NY,14611,,,43.14991,-77.65966,NAD83,ROCHESTER OVERNIGHT PLATING LLC,NA,ROCHESTER OVERNIGHT PLATING LLC,NO,332,Fabricated Metals,,,,,,,332813,,,,,,1.31922E+12,NITRIC ACID,NO,7697372,152686,NO,TRI,NO,0,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5784,0,5784,,PRODUCTION,1.18
2019,14103WSTRN4141B,1.10033E+11,WESTERN NEW YORK ENERGY LLC,4141 BATES RD,MEDINA,ORLEANS,NY,14103,,,43.21022,-78.37004,NAD83,NA,,NA,NO,325,Chemicals,,,,,,,325193,,,,,,1.31922E+12,METHANOL,NO,67561,4283,YES,TRI,NO,0,NO,R,Pounds,48.99,2224.02,0,0,0,0,0,0,0,0,0,0,0,0,2273.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2273.01,0,0,2273.01,0,0,0,0,0,0,0,0,2273.01,,PRODUCTION,1
2019,14009PRSTL400WE,1.1E+11,PRESTOLITE ELECTRIC INC,400 MAIN ST,ARCADE,WYOMING,NY,14009,,,42.532376,-78.428288,NAD83,BROAD OCEAN MOTOR,556875185,BROAD OCEAN MOTOR,NO,334,Computers and Electronic Products,,,,,,,334419,,,,,,1.31922E+12,LEAD,NO,7439921,149583,YES,PBT,YES,1,YES,R,Pounds,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,3.4,0,0,0,0,0,0,0,0,3.4,,PRODUCTION,0.85
2019,14103WSTRN4141B,1.10033E+11,WESTERN NEW YORK ENERGY LLC,4141 BATES RD,MEDINA,ORLEANS,NY,14103,,,43.21022,-78.37004,NAD83,NA,,NA,NO,325,Chemicals,,,,,,,325193,,,,,,1.31922E+12,FORMALDEHYDE,NO,50000,1008,YES,TRI,NO,0,YES,R,Pounds,1.52,2330.16,0,0,0,0,0,0,0,0,0,0,0,0,2331.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2331.68,0,0,2331.68,0,0,0,0,0,0,0,0,2331.68,,PRODUCTION,1
2019,14103WSTRN4141B,1.10033E+11,WESTERN NEW YORK ENERGY LLC,4141 BATES RD,MEDINA,ORLEANS,NY,14103,,,43.21022,-78.37004,NAD83,NA,,NA,NO,325,Chemicals,,,,,,,325193,,,,,,1.31922E+12,N-HEXANE,NO,110543,26740,YES,TRI,NO,0,NO,R,Pounds,302.9,2547.28,0,0,0,0,0,0,0,0,0,0,0,0,2850.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2850.18,0,0,2850.18,0,0,0,0,0,0,0,0,2850.18,,ACTIVITY,1.11
2019,14611RCHST2CAIR,1.1E+11,ROCHESTER OVERNIGHT PLATING LLC,2 CAIRN ST,ROCHESTER,MONROE,NY,14611,,,43.14991,-77.65966,NAD83,ROCHESTER OVERNIGHT PLATING LLC,NA,ROCHESTER OVERNIGHT PLATING LLC,NO,332,Fabricated Metals,,,,,,,332813,,,,,,1.31922E+12,NICKEL COMPOUNDS,NO,N495,650036,YES,TRI,YES,1,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0,3.6,0,1846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1849.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1846,1849.6,0,0,0,0,1849.6,0,0,0,0,0,0,1849.6,,PRODUCTION,0.83
2019,14103WSTRN4141B,1.10033E+11,WESTERN NEW YORK ENERGY LLC,4141 BATES RD,MEDINA,ORLEANS,NY,14103,,,43.21022,-78.37004,NAD83,NA,,NA,NO,325,Chemicals,,,,,,,325193,,,,,,1.31922E+12,CYCLOHEXANE,NO,110827,27003,NO,TRI,NO,0,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2019,14611RCHST2CAIR,1.1E+11,ROCHESTER OVERNIGHT PLATING LLC,2 CAIRN ST,ROCHESTER,MONROE,NY,14611,,,43.14991,-77.65966,NAD83,ROCHESTER OVERNIGHT PLATING LLC,NA,ROCHESTER OVERNIGHT PLATING LLC,NO,332,Fabricated Metals,,,,,,,332813,,,,,,1.31922E+12,ZINC COMPOUNDS,NO,N982,649699,NO,TRI,YES,1,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1644,0,0,0,0,0,0,1649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1644,1649,0,0,0,1644,5,0,0,0,0,0,0,1649,,PRODUCTION,1.17
2019,14103WSTRN4141B,1.10033E+11,WESTERN NEW YORK ENERGY LLC,4141 BATES RD,MEDINA,ORLEANS,NY,14103,,,43.21022,-78.37004,NAD83,NA,,NA,NO,325,Chemicals,,,,,,,325193,,,,,,1.31922E+12,AMMONIA,NO,7664417,152389,NO,TRI,NO,0,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2019,1218WHRTCH25GIB,1.10046E+11,HARTCHROM INC,C/O WATERVLIET ARSENAL BLDG 35,WATERVLIET,ALBANY,NY,12189,,,42.719096,-73.70425,NAD83,NA,,NA,NO,332,Fabricated Metals,,,,,,,332813,,,,,,1.31922E+12,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,N090,649475,YES,TRI,YES,1,NO,R,Pounds,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,1827.9,4447.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6275.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6275.87,6279.07,0,0,3.2,0,6275.87,0,0,0,0,0,0,6279.07,,ACTIVITY,37.4
2019,14611RCHST2CAIR,1.1E+11,ROCHESTER OVERNIGHT PLATING LLC,2 CAIRN ST,ROCHESTER,MONROE,NY,14611,,,43.14991,-77.65966,NAD83,ROCHESTER OVERNIGHT PLATING LLC,NA,ROCHESTER OVERNIGHT PLATING LLC,NO,332,Fabricated Metals,,,,,,,332813,,,,,,1.31922E+12,NITRATE COMPOUNDS,NO,N511,649616,NO,TRI,NO,0,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2892,0,0,2892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2892,2892,0,0,0,0,2892,0,0,0,0,0,0,2892,,PRODUCTION,1.18
2019,14103WSTRN4141B,1.10033E+11,WESTERN NEW YORK ENERGY LLC,4141 BATES RD,MEDINA,ORLEANS,NY,14103,,,43.21022,-78.37004,NAD83,NA,,NA,NO,325,Chemicals,,,,,,,325193,,,,,,1.31922E+12,ACETALDEHYDE,NO,75070,5280,YES,TRI,NO,0,YES,R,Pounds,487.69,18245.98,0,0,0,0,0,0,0,0,0,0,0,0,18733.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18733.67,0,0,18733.67,0,0,0,0,0,0,0,0,18733.67,,PRODUCTION,1
2019,14103WSTRN4141B,1.10033E+11,WESTERN NEW YORK ENERGY LLC,4141 BATES RD,MEDINA,ORLEANS,NY,14103,,,43.21022,-78.37004,NAD83,NA,,NA,NO,325,Chemicals,,,,,,,325193,,,,,,1.31922E+12,ACROLEIN,NO,107028,24075,YES,TRI,NO,0,NO,R,Pounds,15.1,3595.62,0,0,0,0,0,0,0,0,0,0,0,0,3610.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3610.72,0,0,3610.72,0,0,0,0,0,0,0,0,3610.72,,PRODUCTION,1
2019,14224RSNFD75EMP,1.10001E+11,ROSINA FOOD PRODUCTS INC,75 EMPIRE DR,WEST SENECA,ERIE,NY,14224,,,42.86286,-78.75911,NAD83,NA,,NA,NO,311,Food,,,,,,,311612,,,,,,1.31922E+12,NITRATE COMPOUNDS,NO,N511,649616,NO,TRI,NO,0,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34309,34309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34309,0,34309,0,0,0,0,0,0,0,0,0,0,0,34309,34309,,PRODUCTION,1.13
2019,13820CSTMLBROWN,1.10001E+11,CUSTOM ELECTRONICS INC,87 BROWNE ST,ONEONTA,OTSEGO,NY,13820,,,42.45139,-75.10917,NAD83,NA,,NA,NO,334,Computers and Electronic Products,,,,,,,334416,,,,,,1.31922E+12,LEAD COMPOUNDS,NO,N420,650002,YES,PBT,YES,1,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,PRODUCTION,1
2019,1461WRDRCH12RID,1.1006E+11,RED-ROCHESTER LLC - EASTMAN BUSINESS PARK,"1200 RIDGEWAY AVENUE, SUITE 2121",ROCHESTER,MONROE,NY,14615,,,43.19392,-77.662794,NAD83,RECYCLED ENERGY DEVELOPMENT LLC,NA,RECYCLED ENERGY DEVELOPMENT LLC,NO,2211,Electric Utilities,,,,,,,221112,,,,,,1.31922E+12,LEAD COMPOUNDS,NO,N420,650002,YES,PBT,YES,1,NO,R,Pounds,0.11,2.12,55.46,0,0,0,0,0,0,0,0,0,0,0,57.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.78,0,0,0,273.78,0,0,0,0,0,0,0,0,0,0,0,273.78,57.69,0,0,57.69,0,0,0,0,0,273.78,0,0,331.47,,PRODUCTION,1.04
2019,1461WRDRCH12RID,1.1006E+11,RED-ROCHESTER LLC - EASTMAN BUSINESS PARK,"1200 RIDGEWAY AVENUE, SUITE 2121",ROCHESTER,MONROE,NY,14615,,,43.19392,-77.662794,NAD83,RECYCLED ENERGY DEVELOPMENT LLC,NA,RECYCLED ENERGY DEVELOPMENT LLC,NO,2211,Electric Utilities,,,,,,,221112,,,,,,1.31922E+12,METHANOL,NO,67561,4283,YES,TRI,NO,0,NO,R,Pounds,586,215,5585,0,0,0,0,0,0,0,0,0,0,0,6386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6386,0,0,6386,0,0,0,0,0,0,262153,0,268539,,PRODUCTION,1.04
2019,14009BLSLF50WIL,1.1E+11,KENT NUTRITION GROUP INC,50 WILLIAM ST,ARCADE,WYOMING,NY,14009,,,42.52914,-78.45279,NAD83,KENT CORP,5269923,KENT CORP,NO,311,Food,,,,,,,311119,311111,,,,,1.31922E+12,MANGANESE  and MANGANESE COMPOUNDS,YES,N450,650010,YES,TRI,YES,1,NO,R,Pounds,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,255,0,0,5,250,0,0,0,0,0,0,0,255,,ACTIVITY,1
2019,14224RSNFD75EMP,1.10001E+11,ROSINA FOOD PRODUCTS INC,75 EMPIRE DR,WEST SENECA,ERIE,NY,14224,,,42.86286,-78.75911,NAD83,NA,,NA,NO,311,Food,,,,,,,311612,,,,,,1.31922E+12,NITRIC ACID,NO,7697372,152686,NO,TRI,NO,0,NO,R,Pounds,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,25414,0,25417,,PRODUCTION,1.13
2019,1461WRDRCH12RID,1.1006E+11,RED-ROCHESTER LLC - EASTMAN BUSINESS PARK,"1200 RIDGEWAY AVENUE, SUITE 2121",ROCHESTER,MONROE,NY,14615,,,43.19392,-77.662794,NAD83,RECYCLED ENERGY DEVELOPMENT LLC,NA,RECYCLED ENERGY DEVELOPMENT LLC,NO,2211,Electric Utilities,,,,,,,221112,,,,,,1.31922E+12,NITRATE COMPOUNDS,NO,N511,649616,NO,TRI,NO,0,NO,R,Pounds,0,0,530445,0,0,0,0,0,0,0,0,0,0,0,530445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530445,0,0,530445,0,0,0,0,0,0,0,0,530445,,PRODUCTION,1.04
2019,1461WRDRCH12RID,1.1006E+11,RED-ROCHESTER LLC - EASTMAN BUSINESS PARK,"1200 RIDGEWAY AVENUE, SUITE 2121",ROCHESTER,MONROE,NY,14615,,,43.19392,-77.662794,NAD83,RECYCLED ENERGY DEVELOPMENT LLC,NA,RECYCLED ENERGY DEVELOPMENT LLC,NO,2211,Electric Utilities,,,,,,,221112,,,,,,1.31922E+12,AMMONIA,NO,7664417,152389,NO,TRI,NO,0,NO,R,Pounds,0,61,16017,0,0,0,0,0,0,0,0,0,0,0,16078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16078,0,0,16078,0,0,0,0,0,0,20672,0,36750,,PRODUCTION,1.04
2019,1461WRDRCH12RID,1.1006E+11,RED-ROCHESTER LLC - EASTMAN BUSINESS PARK,"1200 RIDGEWAY AVENUE, SUITE 2121",ROCHESTER,MONROE,NY,14615,,,43.19392,-77.662794,NAD83,RECYCLED ENERGY DEVELOPMENT LLC,NA,RECYCLED ENERGY DEVELOPMENT LLC,NO,2211,Electric Utilities,,,,,,,221112,,,,,,1.31922E+12,ETHYLENE GLYCOL,NO,107211,24257,YES,TRI,NO,0,NO,R,Pounds,2,59,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,61,0,0,0,0,0,0,61455,0,61516,,PRODUCTION,1.04
2019,1461WRDRCH12RID,1.1006E+11,RED-ROCHESTER LLC - EASTMAN BUSINESS PARK,"1200 RIDGEWAY AVENUE, SUITE 2121",ROCHESTER,MONROE,NY,14615,,,43.19392,-77.662794,NAD83,RECYCLED ENERGY DEVELOPMENT LLC,NA,RECYCLED ENERGY DEVELOPMENT LLC,NO,2211,Electric Utilities,,,,,,,221112,,,,,,1.31922E+12,DIOXIN AND DIOXIN-LIKE COMPOUNDS,NO,N150,755371,YES,Dioxin,NO,0,YES,R,Grams,0.001914,0.032964,0.21316,0,0,0,0,0,0,0,0,0,0,0,0.248038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069187,0,0,0,0.042082,0,0,0.111269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111269,0.359307,0,0,0.248038,0.069187,0.042082,0,0,0,0,6.877799,0,7.237106,,PRODUCTION,1.04
2019,14305FLMCN4120H,1.10014E+11,"FLAME CONTROL COATINGS,LLC",4120 HYDE PARK BLVD,NIAGARA FALLS,NIAGARA,NY,14305,,,43.12484,-79.03721,NAD83,NA,,NA,NO,325,Chemicals,,,,,,,325510,,,,,,1.31922E+12,TOLUENE,NO,108883,25452,YES,TRI,NO,0,NO,R,Pounds,43.85,394.63,0,0,0,0,0,0,0,0,0,0,0,0,438.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438.48,0,0,438.48,0,0,0,0,0,0,0,0,438.48,,ACTIVITY,1.01
2019,14305FLMCN4120H,1.10014E+11,"FLAME CONTROL COATINGS,LLC",4120 HYDE PARK BLVD,NIAGARA FALLS,NIAGARA,NY,14305,,,43.12484,-79.03721,NAD83,NA,,NA,NO,325,Chemicals,,,,,,,325510,,,,,,1.31922E+12,XYLENE (MIXED ISOMERS),NO,1330207,84970,YES,TRI,NO,0,NO,R,Pounds,112.76,1014.85,0,0,0,0,0,0,0,0,0,0,0,0,1127.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1127.61,0,0,1127.61,0,0,0,0,0,0,0,0,1127.61,,ACTIVITY,0.86
